age,emp_length_years,annual_income,credit_score,dti,revol_bal,total_credit_lines,open_credit_lines,public_derogatory,inquiries_last_6m,loan_amount,interest_rate,home_ownership_MORTGAGE,home_ownership_OTHER,home_ownership_OWN,home_ownership_RENT,verification_status_Not Verified,verification_status_Source Verified,verification_status_Verified,loan_intent_BUSINESS,loan_intent_DEBT_CONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOME_IMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,term_months_36,term_months_60,lti,pti,revol_util_ratio,interest_risk_index,debt_burden_index,loan_status
41,0.0,56400.0,569,17.84,6836.8,20,15,1,2,25400.0,17.04,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,0.45034662505983936,0.13439733065390996,0.12121770890587047,0.5333221052631578,45.3136,1
25,1.1,35400.0,634,30.16,28033.3,16,10,0,0,7200.0,15.24,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,0.20338408519533346,0.08486526754473912,0.7918787604869919,0.72384,21.7152,1
56,0.2,91700.0,763,7.49,6210.83,15,8,0,0,5100.0,9.04,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,0.05561553309124219,0.02123258864092078,0.06772914144883917,0.08862513089005235,3.8199,0
59,7.7,69200.0,670,12.62,36444.7325,19,9,0,0,2400.0,13.88,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,0.03468157974595743,0.009656349389687036,0.5266503735495152,0.261051564828614,3.0287999999999995,0
23,4.7,59900.0,701,9.46,13400.37,9,5,0,0,27000.0,13.64,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,0.45074372714979716,0.12482606806109543,0.22370861922171584,0.1838096866096866,25.542000000000005,1
48,1.8,136800.0,582,43.24,10349.88,20,13,0,2,1000.0,19.89,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,0.007309888085613409,0.0023184558552364733,0.07565646449952851,1.4752034305317325,4.324000000000001,1
32,1.8,35500.0,745,32.26,24735.82,17,6,0,0,2700.0,11.95,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,0.07605419565646038,0.030281878182607413,0.6967640348159206,0.5167654155495978,8.7102,0
51,0.7,34800.0,610,20.23,7399.78,21,14,2,0,3800.0,19.75,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,0.10919226459009798,0.03452219707349749,0.21263124622855664,0.6539157119476269,7.6874,1
23,2.4,47100.0,739,22.64,13694.65,21,12,1,0,5600.0,11.47,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,0.11889344175282902,0.04701623703008149,0.29075072716078215,0.35092000000000007,12.678400000000002,0
33,0.2,89500.0,648,3.91,23021.63,15,8,0,0,21200.0,11.63,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,0.23686886180042682,0.0938961655966917,0.2572220422118189,0.07006671802773498,8.289200000000001,0
43,1.6,131100.0,714,6.33,3048.04,18,11,3,0,1000.0,13.79,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,0.0076277068824799205,0.003118773878015484,0.023249555686074095,0.1220848951048951,0.633,0
34,3.0,48900.0,675,12.32,2700.11,13,5,0,0,14800.0,14.74,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,0.30265229749902867,0.12540836225547478,0.055215844256763666,0.2686343195266272,18.2336,1
65,2.9,108300.0,672,34.89,10987.45,25,16,0,0,1000.0,17.43,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,0.009233525082870888,0.0039737534675079855,0.10145289517178974,0.9036147102526003,3.4890000000000003,1
47,4.6,26900.0,702,7.98,6677.09,23,14,0,0,3900.0,13.85,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,0.1449760231961637,0.059308324955629814,0.24820973198022378,0.1572162162162162,3.1122,0
31,4.2,42700.0,678,22.8,2629.39,14,7,2,0,12500.0,11.48,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,0.29273319126015784,0.1157748245660954,0.061576778061403714,0.3854845360824743,28.5,0
66,0.8,21000.0,621,32.56,14935.98,22,13,0,0,9400.0,15.23,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,0.4475977334412647,0.18670121310688342,0.7112032760344745,0.7972488745980708,30.6064,1
40,2.1,15000.0,612,24.2,6945.57,14,7,0,0,5700.0,16.88,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,0.37997466835544297,0.16217449570081224,0.4630071328578095,0.6663882544861337,13.793999999999999,1
37,0.4,44400.0,775,23.43,33528.3,15,11,0,0,20000.0,12.09,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,0.4504403053985271,0.1797206808205549,0.7551248845746719,0.3650369845360824,46.86,0
56,2.0,95500.0,645,31.39,11453.32,19,11,0,0,3000.0,17.05,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,0.0314132836305379,0.013447464203797171,0.11992879655710412,0.828482198142415,9.417,1
40,1.3,47800.0,670,27.04,24970.0,23,18,0,0,21500.0,14.74,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,0.4497813853266668,0.18637246588377013,0.5223740089119474,0.5939934426229508,58.135999999999996,0
64,0.3,125900.0,631,35.55,4260.78,18,11,0,0,34300.0,14.71,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,0.27243627929881414,0.11285553017337727,0.03384230466795339,0.8274375,121.9365,1
49,0.4,23300.0,628,27.81,29388.1,12,7,2,0,1000.0,16.43,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,0.04291661302090039,0.018206774353595464,1.2612377151195227,0.7264201907790143,2.781,1
27,0.9,85200.0,630,4.31,506.61,21,11,0,1,22500.0,14.43,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,0.2640814074952172,0.10895706058371604,0.00594605697116231,0.09856307448494452,9.6975,0
40,4.0,44100.0,693,13.82,22830.78,14,10,1,0,1000.0,15.52,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,0.022675222784063854,0.009499596279980567,0.5176930228339494,0.30905821325648414,1.3820000000000001,1
52,0.0,73600.0,655,17.55,3129.2,23,16,0,1,33100.0,16.05,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,0.44972215051425934,0.18983563044948623,0.042515726688496076,0.42938643292682926,58.090500000000006,1
40,5.7,71600.0,631,21.54,11855.36,16,14,0,5,2800.0,16.04,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,0.03910559908381168,0.016504775079938867,0.1655753411265206,0.5466797468354431,6.0312,1
46,2.7,35100.0,686,18.61,26424.93,21,13,1,1,7800.0,14.12,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,0.22221589128514857,0.062193430930138204,0.7528255605253412,0.3824937409024745,14.5158,1
48,0.8,142987.5,662,9.19,24534.91,17,10,3,0,5800.0,14.04,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,0.04056270259496393,0.016644221959083896,0.17158659612486318,0.19461176470588232,5.3302,1
64,4.4,37000.0,671,34.75,28535.06,18,9,3,2,2200.0,14.52,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,0.05945785249047323,0.01678974663727859,0.7711969946758196,0.7508482142857142,7.6450000000000005,1
23,2.1,15000.0,612,35.8,17605.35,10,7,0,1,6800.0,15.68,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,0.45330311312579163,0.19024373974243947,1.1736117592160522,0.915732463295269,24.344,1
67,1.7,83800.0,691,15.95,20870.96,14,7,0,1,12500.0,13.19,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,0.1491628978174485,0.06046665276335923,0.24905382990656436,0.304018063583815,19.9375,0
53,4.7,35500.0,665,9.65,1742.36,11,5,0,0,12500.0,13.98,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0.35210275766879806,0.14432269407921894,0.049079180868144556,0.20256306306306307,12.0625,0
22,11.1,98400.0,699,21.14,26180.58,15,9,0,3,25000.0,13.76,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,0.25406245871485045,0.1038323979470935,0.2660601010152336,0.415552,52.85,1
39,0.6,37600.0,692,8.82,10966.05,21,13,0,1,7800.0,13.42,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,0.2074412914550145,0.08435399120789032,0.29164250950772586,0.1708,6.879600000000001,0
36,11.3,36900.0,751,31.74,17206.81,14,9,0,1,16600.0,14.61,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,0.44985230752554134,0.12728306450332502,0.4662965773285277,0.6166507978723403,52.688399999999994,1
67,4.2,28100.0,617,32.49,36444.7325,16,8,0,3,1000.0,17.47,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,0.03558592220917405,0.01531890051879096,1.2969194156791573,0.9184470873786407,3.2490000000000006,1
67,3.8,55700.0,643,19.35,3969.05,23,11,0,2,11900.0,15.48,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,0.2136406886770435,0.061625637781289586,0.07125635087341341,0.4651211180124224,23.026500000000002,1
27,1.1,31200.0,709,19.45,15564.75,23,9,1,2,1000.0,12.6,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,0.032050254799525654,0.008669294056298515,0.49885420339091696,0.345169014084507,1.945,1
60,1.6,103800.0,712,13.46,15408.21,15,9,1,0,2000.0,14.99,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,0.01926763711332261,0.0054987125848787975,0.14843989942293426,0.2829809256661992,2.692,0
39,1.9,81000.0,662,24.56,7949.18,23,14,0,1,9200.0,14.74,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,0.11357884470562092,0.03223430205155673,0.09813681312576389,0.5460247360482654,22.5952,1
57,7.0,40600.0,740,10.71,36444.7325,12,8,2,0,10000.0,13.44,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,0.24629935223270363,0.06789800149417001,0.897631400704416,0.19425425101214575,10.71,0
57,1.7,58500.0,678,22.82,1536.94,18,8,0,1,12400.0,15.31,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,0.21196218868053537,0.06091401442984514,0.026272029537956616,0.5145422680412371,28.2968,0
44,3.0,68000.0,687,12.37,3936.16,19,10,0,5,12400.0,15.22,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,0.18235025955500656,0.05230177512728734,0.057883854649196334,0.27365029069767444,15.338799999999999,1
57,1.6,63100.0,703,11.84,13591.86,17,12,0,2,3700.0,14.47,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,0.058636154736058065,0.024205251981877104,0.2153984881380644,0.2433590909090909,4.3808,0
63,2.3,51300.0,766,24.49,18170.31,22,12,0,1,3700.0,12.5,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,0.07212335042201906,0.019467345985509397,0.3541901717315452,0.3991199478487614,9.0613,1
37,0.5,51500.0,683,12.8,1580.76,21,13,1,0,2000.0,14.0,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,0.038834197394225355,0.015923728727143423,0.030693772936447837,0.26198830409356727,2.5600000000000005,0
36,4.6,142987.5,699,14.06,36444.7325,19,9,0,1,9300.0,14.24,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,0.06504019554020078,0.02676404562036061,0.2548787664742269,0.28602057142857146,13.075800000000001,0
60,1.3,18700.0,645,10.47,2130.0,23,9,0,0,3500.0,14.9,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,0.18715576707127962,0.07769815523530668,0.11389765253195017,0.24149071207430342,3.6645,0
44,2.1,33800.0,642,11.69,9547.92,16,12,1,2,13500.0,12.36,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,0.39939646756013136,0.15996141797433172,0.28247448300346145,0.22470979782270603,15.781500000000001,1
26,0.9,102700.0,711,18.89,26981.46,13,6,0,3,10500.0,15.06,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,0.10223853711258897,0.04256108793449296,0.2627185713868414,0.3995553370786517,19.834500000000002,1
55,3.5,24800.0,640,20.93,29191.64,21,13,3,3,11200.0,16.92,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,0.4515946937623483,0.19290573875299757,1.1770347969839925,0.5524736349453978,23.4416,1
49,1.9,42500.0,630,14.93,12543.3,16,9,0,3,5700.0,15.51,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,0.13411449142373122,0.056177712690884875,0.2951295263640855,0.36697987321711567,8.5101,1
21,15.8,34200.0,669,7.57,25763.4,17,8,0,0,1000.0,13.39,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,0.029238911142949037,0.011884288700903762,0.7532937633402532,0.15128701492537314,0.7570000000000001,0
60,5.3,45800.0,575,23.38,36444.7325,19,13,0,0,4900.0,19.08,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,0.10698456365581538,0.0471001712706474,0.7957191436868191,0.7744624999999998,11.456199999999999,1
43,4.5,142987.5,616,11.95,36444.7325,22,10,0,0,6700.0,15.87,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,0.04685691506659626,0.019730614386268035,0.2548787664742269,0.307368719611021,8.0065,0
39,0.6,62300.0,650,25.16,6980.97,13,10,0,1,2400.0,16.09,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,0.038522656137140655,0.01126168320542185,0.11205229450570617,0.6218500768049156,6.0384,1
50,2.2,80700.0,727,31.74,3685.5,14,8,0,1,5800.0,13.15,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,0.07187023704786806,0.02911748901865708,0.045668579075847884,0.5733255494505494,18.4092,0
48,7.7,78100.0,672,7.64,3456.52,11,10,0,1,24800.0,14.78,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,0.3175375475346026,0.09019821030520178,0.04425705176630261,0.16778484398216936,18.9472,0
51,2.6,83800.0,696,23.66,14350.97,19,7,1,3,11200.0,15.32,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,0.13364995644443384,0.055840558680892556,0.17125058173530147,0.5200447632711621,26.499200000000002,1
61,10.6,35200.0,644,9.57,1233.74,20,13,0,1,15800.0,15.65,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,0.4488508849180421,0.1883749217150129,0.03504843612397375,0.23220232558139534,15.120600000000001,1
38,5.3,57600.0,712,11.51,6033.41,19,8,0,0,1000.0,15.09,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,0.01736080970816479,0.007229622600761304,0.10474488290133852,0.24359873772791024,1.151,0
32,0.4,87400.0,680,3.15,20060.94,22,8,0,1,24500.0,14.37,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,0.2803171588425762,0.11555778920872785,0.2295275797759751,0.0664691629955947,7.7175,0
28,10.0,39500.0,773,3.93,22240.88,17,8,1,1,8200.0,8.785000000000002,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,0.2075896812738918,0.05143677335523358,0.5630459988354726,0.044606007751937994,3.2226,1
42,0.7,65200.0,667,19.72,16984.54,11,6,0,0,29300.0,13.04,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,0.44937961074216654,0.18176974726595307,0.2604950844312204,0.38495329341317364,57.7796,0
46,1.7,47900.0,672,3.7,3474.73,13,4,0,1,8200.0,12.91,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,0.17118640529425272,0.06911047094283468,0.0725398217156218,0.07097622585438336,3.034,0
48,13.0,31200.0,728,10.0,1713.55,20,10,0,3,6400.0,11.84,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,0.2051216307169642,0.054535772913195155,0.054919714111727184,0.16241426611796983,6.4,1
25,0.4,49000.0,626,6.43,21365.6,21,12,0,0,1000.0,15.33,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,0.020407746780677947,0.008527009448279653,0.4360237546172527,0.15721196172248803,0.643,0
49,4.6,33300.0,685,13.13,2413.15,12,6,0,0,12400.0,15.01,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,0.372361190354644,0.15486700261511888,0.07246479084712171,0.2872905247813411,16.281200000000002,0
63,7.8,54800.0,736,20.91,30089.22,18,7,0,2,9500.0,12.44,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,0.17335450083027681,0.06951823302934561,0.5490633382602508,0.35294491180461335,19.8645,0
44,2.3,43700.0,734,44.05500000000001,9707.38,26,15,3,0,19700.0,15.87,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,0.4507905997574426,0.18978674335475346,0.2221317589986499,0.9512283673469388,86.78835000000001,1
50,5.1,138900.0,687,11.32,6561.94,21,14,0,0,2400.0,14.16,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,0.0172784933153829,0.007102016254535804,0.047241848510809856,0.23298139534883722,2.7168,0
53,15.3,19000.0,738,31.08,6434.16,14,9,3,0,8100.0,15.6,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,0.426293352981422,0.17873445784522712,0.33862217778011683,0.6560866035182679,25.1748,1
51,3.5,46100.0,625,2.3,15085.39,16,7,0,0,7600.0,15.32,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,0.16485542612958504,0.06887118721737785,0.32722478905012903,0.056287539936102235,1.7479999999999998,1
60,3.6,117100.0,776,20.22,1287.4,15,4,0,1,1000.0,13.74,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,0.008539636723853767,0.0023704157122369117,0.010993928318289341,0.3575583011583011,2.022,0
28,5.5,28800.0,616,16.72,6094.92,14,11,0,1,13000.0,17.27,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,0.45137321620777054,0.193766851723614,0.21162181868685115,0.46799740680713126,21.736,1
60,18.7,108500.0,713,17.24,2421.25,19,14,0,0,6600.0,12.63,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,0.06082893245223547,0.016468942929628343,0.02231546253029926,0.3049596638655462,11.3784,0
51,0.8,55200.0,655,19.86,11011.35,20,11,0,5,9100.0,14.2,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,0.16485208601293455,0.06778985428815723,0.19947736454049747,0.42989634146341466,18.0726,1
50,0.3,72700.0,696,32.8,9316.89,19,8,2,5,1000.0,14.01,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,0.013754968982544944,0.005641295004906741,0.12815353296378315,0.6592941176470588,3.28,1
29,0.2,24200.0,698,29.37,9977.35,17,12,0,0,10900.0,15.33,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,0.45039461179290113,0.18814600525202368,0.4122701541258626,0.6441231759656653,32.0133,0
57,2.6,66200.0,720,21.56,12542.61,22,13,0,0,8600.0,14.67,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,0.12990740321143185,0.05377887775404246,0.18946254588299272,0.4386757281553398,18.5416,1
66,2.6,80400.0,684,23.65,15497.82,22,10,2,1,1500.0,18.64,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,0.018656484372084923,0.005762468586117964,0.1927565577542568,0.6435562043795621,3.5475,0
28,5.2,66600.0,714,6.71,36444.7325,16,10,0,2,18500.0,11.49,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,0.2777736070028979,0.10988437002490879,0.5472099893394994,0.10782923076923076,12.4135,0
24,0.6,38200.0,676,10.47,487.79,19,11,0,2,1400.0,14.54,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,0.03664825528127536,0.015141845728081542,0.012769037459752363,0.22486528803545053,1.4658000000000002,0
54,5.4,63000.0,714,28.77,1942.98,18,11,0,0,1000.0,16.63,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,0.015872763924382152,0.006754686071902216,0.030840462849796035,0.669153986013986,2.8770000000000002,0
50,1.5,57700.0,652,36.38,20628.48,19,8,0,0,7000.0,17.69,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,0.12131505519835012,0.036715198517625426,0.35750645569400874,0.9855470137825423,25.466,1
22,2.1,79600.0,667,4.29,8497.28,20,11,0,0,1000.0,14.09,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,0.012562656248037084,0.003514284760101415,0.10674840768332057,0.09048817365269461,0.42900000000000005,0
59,3.1,90100.0,636,6.53,10000.96,13,5,0,2,23800.0,12.7,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,0.26414801167578605,0.10633185087631021,0.11099721423735584,0.13018995290423863,15.5414,1
43,3.0,36800.0,755,32.41,24134.74,12,5,0,0,2800.0,13.58,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,0.07608488899758159,0.03100962226586084,0.6558175049591044,0.5821796296296295,9.0748,1
35,2.8,28700.0,699,14.61,20266.05,17,9,0,1,2300.0,14.52,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,0.08013658060694749,0.033097248872713966,0.7061095432214906,0.30305314285714285,3.3603,0
24,3.1,118500.0,705,7.44,22898.61,15,11,0,3,1000.0,12.5,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,0.008438747352343018,0.003387365894766741,0.19323558450983536,0.13172804532577903,0.7440000000000001,0
22,3.1,70600.0,600,6.87,15135.7,18,8,0,0,1000.0,15.31,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,0.01416410532428719,0.00591695392579397,0.21438364895681367,0.17500782029950085,0.687,1
62,4.1,36400.0,622,10.97,13822.61,8,7,0,0,16400.0,14.18,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,0.4505370731573308,0.1851965138349733,0.37973160078019835,0.2496863563402889,17.9908,0
22,4.7,15000.0,613,11.5,10645.39,22,11,0,0,6800.0,14.49,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,0.45330311312579163,0.18707392839162387,0.7096453569762016,0.27139250814332244,7.82,1
33,4.4,120900.0,588,23.91,15083.07,21,13,0,0,1000.0,17.17,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,0.008271230180064681,0.003546783566683835,0.12475554379202819,0.6970028862478779,2.391,0
38,4.3,59600.0,686,11.93,3796.44,21,13,0,1,26800.0,13.4,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,0.4496568849515948,0.12385776003804506,0.06369758896662808,0.23269577874818048,31.9724,0
36,0.4,31700.0,734,27.32,19868.95,17,13,0,0,14300.0,14.48,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,0.45108987098198794,0.12725980212227425,0.6267609854578721,0.5382225850340137,39.0676,1
40,0.4,81500.0,686,19.76,3616.74,18,8,0,0,18000.0,14.36,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,0.220856185813671,0.06215461254330196,0.04437663341554091,0.4130328966521106,35.568000000000005,1
37,13.3,67200.0,749,39.43,2302.99,14,8,0,1,1100.0,15.61,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,0.01636880403565423,0.006866858070879834,0.03427017455097394,0.8206697333333334,4.3373,1
65,5.9,59700.0,626,25.09,7564.25,21,13,0,1,19100.0,12.09,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,0.3199276394030251,0.12765567904534053,0.12670223279342055,0.48379282296650716,47.9219,1
28,7.6,73900.0,568,24.49,1068.0,23,12,0,0,33300.0,17.87,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,0.4506028335205207,0.19510297311609717,0.014451766552550033,0.7691323374340949,81.5517,1
62,1.1,50000.0,669,13.91,24600.79,28,12,0,0,16100.0,15.66,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,0.32199356012879743,0.09324597938996389,0.4920059598808024,0.3251202985074627,22.395100000000003,1
43,1.2,15000.0,732,39.91,3922.35,20,13,0,0,1000.0,13.47,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,0.06666222251849876,0.027114931089505807,0.26147256849543365,0.7334075034106411,3.9909999999999997,1
49,2.6,59900.0,718,12.94,2114.49,24,15,0,2,4200.0,14.14,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,0.07011569088996845,0.02880861195323276,0.035299744578554615,0.2544806675938804,5.434799999999999,1
45,1.4,45600.0,657,6.54,2246.08,22,10,1,2,11000.0,14.08,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,0.24122278020218854,0.09902169868705114,0.049255060196048334,0.13994407294832828,7.194000000000001,1
36,6.2,68400.0,719,20.17,32856.12,17,11,0,2,30800.0,15.8,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,0.4502858145348752,0.13080636577119578,0.48034560898232487,0.4426194444444445,62.1236,0
65,12.1,46200.0,676,8.86,18075.25,17,9,0,3,6100.0,15.82,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,0.13203177420402157,0.038368573722322316,0.39123070929200665,0.20703870014771047,5.404599999999999,1
37,7.3,94200.0,635,6.46,10883.36,16,9,1,1,7800.0,14.21,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,0.08280166877209372,0.0340570328533726,0.11553338074967358,0.14433427672955976,5.0388,0
43,2.4,64100.0,650,17.0,7782.44,26,13,0,1,18500.0,14.87,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,0.2886070420118251,0.11981497348064565,0.12140902638024367,0.38831029185867894,31.450000000000003,0
31,1.8,46200.0,691,12.44,3643.45,23,16,0,1,1000.0,14.26,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,0.021644553148200255,0.008907827893008802,0.07886084716781022,0.256350289017341,1.244,0
29,2.3,26700.0,715,19.47,10546.92,22,13,0,3,12000.0,13.08,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,0.44942136998614285,0.12287895847677617,0.3950009362945208,0.35568100558659216,23.363999999999997,0
65,1.4,15000.0,704,18.51,3455.52,21,11,1,5,2700.0,14.82,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,0.17998800079994667,0.051141475652280215,0.23035264315712287,0.3891038297872341,4.997700000000001,1
33,0.3,64100.0,700,32.2,4608.66,22,12,0,1,15700.0,15.87,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,0.24492597619381912,0.10312421423257301,0.07189685028314691,0.7289786019971469,50.55400000000001,1
22,5.4,33100.0,780,15.24,793.21,15,9,0,0,14900.0,9.9,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,0.4501374580828374,0.17398472325506797,0.02396332437086493,0.1931830985915493,22.7076,0
63,8.2,81000.0,694,14.72,6647.1,14,8,0,0,5400.0,13.14,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,0.0666658436315601,0.02700513865836712,0.08206194985247096,0.278303309352518,7.948800000000001,0
25,1.8,74500.0,618,8.25,1308.31,21,11,0,1,14900.0,16.43,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,0.19999731547227553,0.08487359383176081,0.0175609723359418,0.21897819063004845,12.2925,0
33,10.9,32200.0,615,7.09,22458.99,18,8,0,2,12300.0,17.85,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,0.3819757150399056,0.11598274530958923,0.6974625011645602,0.20544886363636367,8.720699999999999,1
35,4.3,49500.0,686,15.49,15446.95,16,8,0,2,2900.0,13.1,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,0.05858467505706955,0.016028226048897885,0.3120532918526899,0.29536972343522566,4.4921,0
27,6.6,38200.0,758,38.67,33452.24,15,9,0,0,5400.0,13.8,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,0.14135755608491923,0.057793914712299436,0.875690165178922,0.7030909090909092,20.881800000000002,0
56,0.8,33700.0,576,10.83,6455.19,14,7,0,0,15200.0,19.79,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,0.4510251921307973,0.14271464708117065,0.19154298092044744,0.3714483535528596,16.4616,1
39,2.7,44500.0,678,22.92,2503.86,26,13,0,0,3600.0,14.48,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,0.08089705849306757,0.03339694661985778,0.05626525246623672,0.48877997054491906,8.2512,0
48,0.7,26000.0,781,26.53,2359.53,16,9,0,1,1000.0,10.48,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,0.03846005922849121,0.014989857162649538,0.09074766355140187,0.35554271099744245,2.6530000000000005,0
