applicant_id,age,emp_length_years,annual_income,credit_score,dti,revol_bal,total_credit_lines,open_credit_lines,public_derogatory,inquiries_last_6m,loan_amount,interest_rate,loan_status,home_ownership_MORTGAGE,home_ownership_OTHER,home_ownership_OWN,home_ownership_RENT,verification_status_Not Verified,verification_status_Source Verified,verification_status_Verified,loan_intent_BUSINESS,loan_intent_DEBT_CONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOME_IMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,term_months_36,term_months_60
LN-10545,59,10.6,142987.5,654,30.48,19170.18,12,5,0,0,12600.0,15.74,0,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False
LN-10546,52,2.1,48200.0,685,10.22,9196.29,17,9,0,0,4200.0,12.04,0,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
LN-10547,44,3.6,47100.0,706,21.57,13457.07,19,11,0,0,21000.0,15.75,0,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True
LN-10548,43,0.2,75800.0,743,10.37,2081.39,25,19,0,1,10100.0,13.69,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True
LN-10549,52,2.5,45200.0,657,20.87,79.21,17,12,0,1,20300.0,16.28,1,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False
LN-10550,57,8.0,142987.5,599,15.33,36444.7325,19,13,1,2,11800.0,16.24,1,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
LN-10551,32,7.4,60200.0,688,23.49,19985.0,19,15,0,0,2500.0,14.96,0,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False
LN-10552,33,1.1,45400.0,657,9.68,6130.44,9,4,0,1,20400.0,17.84,0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True
LN-10553,43,1.2,40200.0,615,9.56,7331.02,16,5,0,2,9800.0,16.13,1,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False
LN-10554,45,7.6,32400.0,695,33.45,31751.96,17,14,0,0,4000.0,14.75,1,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True
LN-10555,55,12.0,38400.0,669,38.82,2793.03,16,11,0,0,5600.0,16.37,1,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True
LN-10556,61,0.5,44700.0,695,14.27,19484.19,15,6,1,3,1800.0,13.52,1,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True
LN-10557,50,2.7,41400.0,635,19.89,217.11,14,7,0,1,1100.0,17.56,0,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
LN-10558,37,1.9,37700.0,704,5.1,25021.92,17,10,0,0,8400.0,14.05,0,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True
LN-10559,40,9.2,142987.5,614,16.48,10678.24,16,4,0,0,34300.0,14.48,0,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
LN-10560,45,0.4,30700.0,639,12.19,7791.35,14,7,0,0,1800.0,17.79,1,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True
LN-10561,42,1.1,58700.0,668,42.61,14708.8,23,12,0,0,26400.0,17.41,1,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False
LN-10562,33,6.3,75000.0,767,11.77,840.58,11,5,1,0,22300.0,12.31,0,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True
LN-10563,39,0.2,76600.0,719,43.0,2611.07,11,7,0,0,23000.0,16.95,1,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False
LN-10564,56,3.1,52500.0,734,11.49,6270.43,15,8,1,0,17300.0,11.86,0,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False
LN-10565,32,2.6,47500.0,751,22.34,11543.81,23,15,0,0,12500.0,15.09,0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True
LN-10566,61,1.8,69400.0,850,38.98,1873.51,15,8,0,2,1800.0,8.785000000000002,0,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False
LN-10567,39,2.3,62700.0,682,14.62,5726.61,15,12,0,0,12000.0,13.17,0,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False
LN-10568,32,3.4,47000.0,751,37.7,3627.75,17,10,0,1,6100.0,14.63,1,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False
LN-10569,29,0.8,22900.0,731,25.93,12446.91,18,11,0,0,1600.0,15.4,0,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False
LN-10570,27,3.8,41900.0,730,16.39,30201.0,14,9,0,0,18900.0,11.19,0,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
LN-10571,48,7.4,28800.0,769,20.52,2177.96,12,9,0,0,11100.0,12.23,1,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True
LN-10572,34,6.4,37500.0,659,33.51,2517.71,22,10,0,0,16900.0,16.49,1,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False
LN-10573,51,0.8,55200.0,655,19.86,11011.35,20,11,0,5,9100.0,14.2,1,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False
LN-10574,39,0.7,66000.0,696,6.49,7252.02,13,6,0,0,11200.0,12.63,0,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False
LN-10575,67,1.4,142987.5,671,25.98,15194.63,19,8,0,0,17400.0,17.21,1,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False
LN-10576,36,2.0,40300.0,696,26.56,4074.2,20,13,0,0,4000.0,14.32,0,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True
LN-10577,25,2.4,83000.0,758,19.45,9444.74,23,13,0,0,26300.0,11.71,0,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False
LN-10578,55,5.1,64100.0,656,11.62,5869.32,25,12,0,1,7600.0,14.97,1,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False
LN-10579,32,0.3,110500.0,665,25.1,3963.14,23,13,0,0,17300.0,15.99,0,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False
LN-10580,45,0.2,74400.0,689,7.43,15680.77,18,8,0,0,5500.0,13.21,0,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True
LN-10581,41,2.2,31100.0,669,20.35,19069.37,17,9,0,0,14000.0,14.71,1,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False
LN-10582,56,5.4,21000.0,584,19.78,4786.97,21,11,0,1,1000.0,18.25,1,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True
LN-10583,43,1.0,64300.0,651,16.77,11705.22,23,11,0,2,28900.0,16.57,1,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True
LN-10584,36,4.6,40500.0,714,30.05,2360.82,17,12,2,0,18200.0,13.84,1,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True
LN-10585,59,1.4,31600.0,752,12.84,18783.21,20,11,1,1,14200.0,14.19,1,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True
LN-10586,65,9.8,27000.0,622,8.95,3962.91,18,13,1,0,5500.0,15.82,1,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False
LN-10587,62,10.2,59200.0,622,9.91,2249.77,19,12,0,0,25900.0,16.87,0,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False
LN-10588,59,1.6,124100.0,682,30.61,33753.21,27,17,0,4,20400.0,14.64,1,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False
LN-10589,34,1.2,43300.0,576,22.72,6588.24,14,7,0,0,8400.0,16.62,1,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
LN-10590,51,2.4,75000.0,658,21.68,12377.05,27,12,0,1,3100.0,14.23,0,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False
LN-10591,25,1.2,51200.0,593,20.51,19879.19,17,12,0,0,2700.0,18.21,1,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False
LN-10592,55,5.0,26700.0,748,14.65,13905.79,22,10,0,0,9400.0,11.41,1,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False
LN-10593,43,7.9,81200.0,642,8.44,9979.54,25,16,0,1,21400.0,12.89,0,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False
LN-10594,49,5.0,29700.0,763,8.81,5575.2,23,15,0,1,13400.0,12.21,0,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True
LN-10595,63,7.8,54800.0,736,20.91,30089.22,18,7,0,2,9500.0,12.44,0,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False
LN-10596,31,2.3,44900.0,648,12.6,1720.1,12,10,1,1,3200.0,14.62,0,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False
LN-10597,38,0.8,88500.0,626,10.33,25841.68,17,11,1,1,3800.0,13.44,0,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False
LN-10598,67,6.0,30300.0,670,14.91,14848.24,21,13,0,2,1000.0,13.64,0,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True
LN-10599,32,2.0,67200.0,675,31.67,10167.07,17,11,0,1,2700.0,14.98,1,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False
LN-10600,29,5.0,34100.0,697,17.5,4712.03,21,12,0,4,1000.0,12.68,1,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False
LN-10601,30,1.4,40900.0,641,41.94,1894.51,26,17,0,1,15700.0,16.86,1,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False
LN-10602,64,0.4,15000.0,717,21.79,7025.74,20,11,0,0,6800.0,14.5,1,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False
LN-10603,37,3.0,142987.5,693,44.05500000000001,18376.37,20,12,0,0,34300.0,16.45,1,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
LN-10604,58,0.8,73300.0,663,19.48,16412.48,15,8,0,0,20100.0,14.96,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True
LN-10605,27,20.1,35500.0,644,18.42,12442.61,17,7,0,0,4000.0,14.93,0,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False
LN-10606,66,17.0,29200.0,671,17.71,36444.7325,15,9,0,0,13100.0,13.49,1,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False
LN-10607,33,7.1,41200.0,639,12.33,36444.7325,24,13,0,0,1000.0,14.98,0,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False
LN-10608,60,4.8,80400.0,683,14.3,6130.0,11,7,0,3,34300.0,15.22,1,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False
LN-10609,62,3.9,19100.0,684,44.05500000000001,2566.26,16,12,0,0,8600.0,17.18,1,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True
LN-10610,29,9.0,50100.0,693,12.63,7479.83,24,11,0,0,1800.0,14.84,0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True
LN-10611,47,1.5,142987.5,768,17.72,22339.23,17,9,0,2,9700.0,8.785000000000002,0,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False
LN-10612,22,2.8,29000.0,673,17.8,7362.34,19,16,0,0,13000.0,14.69,0,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False
LN-10613,25,4.3,56600.0,730,13.41,4913.35,17,11,0,2,25500.0,14.18,0,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False
LN-10614,49,2.4,142987.5,691,13.15,16221.86,20,12,0,1,5000.0,14.76,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True
LN-10615,57,2.5,76700.0,668,15.41,12602.58,19,9,0,1,7100.0,14.71,0,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False
LN-10616,58,1.8,58100.0,674,25.95,36444.7325,21,10,0,0,26100.0,15.55,1,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False
LN-10617,39,3.7,71600.0,677,34.51,9562.37,19,11,0,0,32200.0,17.68,1,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False
LN-10618,28,8.6,43500.0,694,7.21,36444.7325,13,9,0,0,19600.0,14.69,0,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False
LN-10619,65,1.0,110700.0,632,41.71,4125.72,15,9,0,2,34300.0,16.59,1,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False
LN-10620,21,12.3,43500.0,607,23.97,24014.15,23,11,3,3,9700.0,19.64,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True
LN-10621,42,5.3,18400.0,713,24.62,5186.49,16,9,0,1,8300.0,15.5,1,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False
LN-10622,37,7.8,43700.0,725,10.76,19908.31,21,14,0,1,6000.0,11.31,0,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
LN-10623,27,3.7,31800.0,717,44.05500000000001,31242.04,19,14,0,4,14300.0,17.26,1,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True
LN-10624,45,6.8,46400.0,688,9.98,11712.2,24,14,0,2,6000.0,14.11,0,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False
LN-10625,65,0.1,47000.0,718,18.52,15647.69,12,8,0,1,13100.0,9.85,0,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False
LN-10626,24,7.7,104700.0,716,20.04,36444.7325,19,9,0,0,8800.0,13.57,0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True
LN-10627,56,0.2,79400.0,719,40.25,5643.05,24,15,0,0,31300.0,14.05,1,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False
LN-10628,26,9.9,62600.0,637,10.45,8599.05,5,1,1,0,1000.0,14.38,1,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False
LN-10629,51,21.7,54100.0,625,19.06,27427.78,20,10,0,0,24300.0,18.48,1,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True
LN-10630,39,1.6,30300.0,661,5.54,13406.79,12,7,1,0,8700.0,13.92,0,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False
LN-10631,64,1.1,16300.0,679,16.98,24818.8,14,7,0,3,7300.0,14.84,1,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False
LN-10632,59,6.5,57700.0,668,21.06,11556.01,21,13,0,1,24600.0,15.12,1,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False
LN-10633,47,1.3,83900.0,586,11.99,16152.52,19,13,0,1,15400.0,20.585,0,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True
LN-10634,30,9.0,51000.0,766,6.37,157.78,16,5,0,0,23000.0,11.89,0,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False
LN-10635,46,0.5,40400.0,666,42.36,4980.24,17,9,0,0,11100.0,17.76,1,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True
LN-10636,39,0.6,69900.0,689,8.32,17658.08,14,12,0,0,11500.0,13.0,0,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False
LN-10637,59,17.4,51700.0,742,8.99,6210.34,32,19,1,0,23300.0,10.84,0,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False
LN-10638,23,5.0,136900.0,563,10.74,5408.94,11,8,3,0,34300.0,17.38,0,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True
LN-10639,65,8.4,106700.0,654,32.67,36327.23,17,11,0,0,3300.0,15.95,0,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True
LN-10640,33,1.8,91800.0,661,15.71,9650.25,18,13,0,0,5100.0,15.98,0,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False
LN-10641,48,5.1,82200.0,663,5.6,2565.63,20,13,0,0,13700.0,12.86,0,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False
LN-10642,40,4.1,26600.0,671,10.88,7669.06,20,10,0,0,12000.0,14.87,1,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False
LN-10643,48,4.2,78000.0,752,32.58,8774.46,22,10,0,0,11600.0,12.64,0,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False
LN-10644,28,5.2,66600.0,714,6.71,36444.7325,16,10,0,2,18500.0,11.49,0,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False
LN-10645,61,3.9,75600.0,728,8.27,15199.52,19,10,0,1,1400.0,12.67,0,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True
LN-10646,59,2.5,71000.0,682,8.66,8792.69,25,18,0,1,10400.0,16.72,0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True
LN-10647,21,1.5,69500.0,610,16.07,6787.41,19,13,0,1,2200.0,20.585,0,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True
LN-10648,23,3.0,142987.5,576,17.95,29651.33,13,7,0,1,4200.0,17.26,0,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False
LN-10649,33,1.2,52000.0,604,14.59,12459.5,32,15,0,1,2500.0,15.99,0,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
LN-10650,48,5.3,90700.0,698,15.62,5282.3,16,11,0,3,2500.0,14.76,0,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False
LN-10651,45,1.2,41800.0,682,7.76,7497.57,7,4,0,0,18800.0,14.68,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True
LN-10652,53,4.4,83700.0,669,14.46,3910.84,14,4,0,2,5000.0,13.66,0,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False
LN-10653,58,6.2,90800.0,662,14.28,36444.7325,13,6,0,5,11700.0,15.25,0,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False
LN-10654,26,1.1,66200.0,781,8.74,14525.73,25,16,1,0,1000.0,12.33,0,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True
LN-10655,64,0.3,135700.0,639,34.84,5976.85,17,11,0,0,23000.0,16.75,1,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False
LN-10656,65,0.6,33300.0,726,31.07,2428.53,21,8,0,0,15000.0,13.7,1,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False
LN-10657,52,4.2,41400.0,680,6.99,2337.87,23,14,0,2,3600.0,16.56,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True
LN-10658,65,8.5,60900.0,677,21.68,7795.13,20,11,0,0,1000.0,13.79,0,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False
LN-10659,67,0.2,87900.0,739,20.6,7563.58,14,8,0,1,4500.0,13.05,1,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True
LN-10660,41,6.0,59800.0,753,18.94,6491.06,13,7,0,3,13900.0,11.56,1,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False
LN-10661,36,1.9,109900.0,668,14.31,22910.8,16,10,0,0,1000.0,16.51,0,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False
LN-10662,41,2.9,37600.0,720,18.8,36444.7325,16,8,1,0,1100.0,10.79,0,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False
LN-10663,31,11.9,28900.0,698,14.74,5258.77,22,14,1,5,7400.0,15.53,1,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True
LN-10664,57,1.8,64200.0,680,10.7,4188.06,22,12,3,2,2700.0,14.76,1,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True
LN-10665,56,2.8,51900.0,690,21.45,17641.89,23,14,0,1,14000.0,16.51,0,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False
LN-10666,55,0.1,73000.0,646,4.05,7169.53,15,10,0,0,2700.0,15.78,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
LN-10667,39,0.4,53400.0,665,25.04,2944.19,17,8,0,2,24000.0,12.84,1,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False
LN-10668,40,1.3,44900.0,651,16.54,2395.16,18,6,0,3,8000.0,17.12,0,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False
LN-10669,38,0.1,52000.0,725,12.65,3951.52,22,9,0,1,2200.0,12.23,0,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False
LN-10670,67,4.5,55000.0,675,24.6,15.89,16,11,0,0,1100.0,13.62,0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True
LN-10671,61,2.5,45800.0,615,18.96,34050.38,16,9,0,1,7600.0,16.05,1,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False
LN-10672,34,3.6,48400.0,644,34.97,6750.67,21,10,0,0,21800.0,17.93,1,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True
LN-10673,35,0.9,43400.0,520,29.2,1037.77,18,10,1,0,8100.0,19.14,1,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False
LN-10674,51,1.6,86800.0,655,8.85,2163.27,17,8,0,2,2100.0,12.61,0,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False
LN-10675,21,4.9,60300.0,682,12.06,4687.0,18,6,0,0,9400.0,14.2,0,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False
LN-10676,23,15.1,142987.5,673,10.92,9627.35,12,7,0,0,5800.0,13.55,0,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True
LN-10677,36,0.2,59200.0,779,10.99,14597.25,22,10,0,1,9800.0,9.42,0,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False
LN-10678,43,9.9,40000.0,709,38.6,4415.45,21,15,0,0,6900.0,16.73,1,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False
LN-10679,31,3.9,142987.5,707,6.84,36444.7325,9,3,1,0,14600.0,13.23,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True
LN-10680,32,3.7,68000.0,598,29.92,17141.0,12,5,0,0,22800.0,16.5,1,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False
LN-10681,30,3.1,93400.0,662,39.21,20970.53,21,11,0,1,30500.0,15.58,1,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False
LN-10682,52,0.3,75000.0,656,26.86,4692.46,21,9,0,0,18900.0,16.32,1,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False
LN-10683,36,0.4,76300.0,641,22.62,5755.05,13,6,0,0,6100.0,17.5,1,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True
LN-10684,28,4.1,72700.0,640,6.71,9267.89,14,7,1,0,8300.0,15.56,0,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False
LN-10685,58,1.9,29600.0,590,5.88,7211.13,23,9,0,0,13300.0,17.26,0,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
LN-10686,32,11.2,66300.0,616,20.37,3611.51,13,9,0,2,3500.0,17.02,1,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False
LN-10687,44,2.3,26100.0,724,14.01,36444.7325,24,7,1,0,11700.0,13.38,1,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False
LN-10688,48,0.7,49200.0,673,7.24,22634.76,11,8,0,1,14700.0,13.17,0,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False
LN-10689,28,5.6,36300.0,655,25.08,3261.51,20,11,1,1,15000.0,15.41,0,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True
LN-10690,48,1.6,65900.0,680,21.96,26751.85,22,14,0,0,5700.0,16.33,0,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
LN-10691,56,3.4,65100.0,738,25.13,10608.38,19,12,0,0,12900.0,14.15,0,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
LN-10692,46,5.4,70600.0,680,25.35,151.7,23,12,0,2,3100.0,15.63,1,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True
LN-10693,28,10.4,63500.0,707,30.38,5098.55,17,13,0,0,2900.0,14.71,1,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True
LN-10694,48,7.1,38800.0,638,12.73,312.84,15,5,0,0,17500.0,18.05,0,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False
LN-10695,48,5.1,46900.0,649,7.77,1102.36,22,13,0,2,6700.0,14.47,0,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
LN-10696,57,5.1,89900.0,698,37.57,2366.45,19,12,0,0,11000.0,15.64,0,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False
LN-10697,61,13.1,97500.0,775,5.88,7949.06,22,10,0,2,4800.0,10.57,0,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True
LN-10698,56,1.6,28800.0,751,6.4,5761.4,20,9,0,0,3800.0,11.69,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True
LN-10699,47,0.0,23300.0,709,10.93,1936.06,7,3,1,1,10500.0,11.99,1,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False
LN-10700,37,1.4,36300.0,688,34.79,6021.51,20,13,0,2,16300.0,12.87,1,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False
LN-10701,29,1.1,96300.0,750,11.8,4354.72,20,9,0,1,25300.0,13.11,0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True
LN-10702,53,4.9,105700.0,720,6.44,6334.76,20,12,0,0,27000.0,12.96,0,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False
LN-10703,40,4.5,32600.0,565,8.99,2269.41,15,3,0,1,7400.0,16.54,1,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False
LN-10704,33,4.1,64200.0,627,8.8,11290.41,16,8,0,2,23200.0,19.47,1,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True
LN-10705,48,0.1,142987.5,697,18.16,546.64,21,9,0,0,5900.0,14.19,0,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False
LN-10706,49,5.9,68100.0,591,10.17,5889.87,20,10,0,0,1000.0,16.8,1,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False
LN-10707,33,1.8,118400.0,635,2.0,27032.48,14,7,3,0,16400.0,16.0,0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True
LN-10708,66,4.9,93800.0,645,44.05500000000001,6529.91,15,7,0,1,3100.0,18.55,1,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False
LN-10709,55,3.7,32800.0,667,3.55,6980.99,28,15,0,3,8400.0,13.47,1,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True
LN-10710,26,1.9,48800.0,666,5.37,845.18,13,10,0,1,2500.0,12.9,1,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False
LN-10711,38,0.7,55200.0,666,24.57,11157.51,12,7,0,2,7000.0,15.7,1,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
LN-10712,25,0.4,57400.0,721,7.37,33062.23,20,12,0,2,25800.0,13.89,0,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
LN-10713,67,8.0,89700.0,667,23.31,4137.13,18,9,0,0,13300.0,14.77,0,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False
LN-10714,45,11.3,67800.0,661,20.78,5995.69,14,7,0,0,2200.0,16.95,0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True
LN-10715,22,4.7,15000.0,613,11.5,10645.39,22,11,0,0,6800.0,14.49,1,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False
LN-10716,30,0.5,26300.0,731,23.17,1174.15,22,10,0,1,11800.0,12.39,1,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
LN-10717,50,2.3,16300.0,646,14.33,36017.01,14,8,0,0,2500.0,14.32,1,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False
LN-10718,65,5.9,59700.0,626,25.09,7564.25,21,13,0,1,19100.0,12.09,1,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False
LN-10719,25,6.8,61800.0,691,34.77,1467.32,9,8,1,0,11200.0,15.82,1,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True
LN-10720,53,0.6,63300.0,642,7.09,4899.72,19,13,1,2,13000.0,13.48,0,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False
LN-10721,21,0.0,32000.0,654,17.66,5617.62,12,10,0,4,14400.0,15.73,1,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False
LN-10722,38,5.6,78500.0,693,18.32,5084.36,14,9,0,0,1000.0,15.87,0,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True
