applicant_id,m_1,m_2,m_3,m_4,m_5,m_6,m_7,m_8,m_9,m_10,m_11,m_12,loan_status
LN-10433,0,0,0,0,0,0,0,0,0,1,0,0,0
LN-10434,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10435,0,0,1,0,1,0,1,2,3,3,3,3,1
LN-10436,1,0,0,0,0,0,0,0,0,1,0,0,0
LN-10437,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10438,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10439,0,0,0,0,0,1,0,0,0,0,0,0,0
LN-10440,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10441,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10442,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10443,1,0,0,1,0,0,1,0,0,1,2,1,1
LN-10444,1,0,0,0,0,0,1,2,1,0,0,1,1
LN-10445,0,1,2,1,2,1,2,1,2,1,2,3,1
LN-10446,1,2,3,3,3,3,3,3,3,3,3,3,1
LN-10447,0,0,0,0,0,1,0,0,0,0,0,0,0
LN-10448,0,1,0,0,0,0,1,0,0,0,0,0,0
LN-10449,0,0,0,1,0,0,0,1,2,3,3,3,1
LN-10450,0,0,1,0,0,0,0,0,0,0,0,0,0
LN-10451,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10452,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10453,0,0,0,0,1,2,1,2,3,3,3,3,1
LN-10454,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10455,0,0,0,0,0,0,0,1,2,1,0,0,0
LN-10456,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10457,0,0,1,0,0,0,0,0,0,0,0,1,0
LN-10458,1,0,1,0,1,2,1,0,1,2,3,3,1
LN-10459,0,0,0,1,0,1,0,0,0,1,2,1,1
LN-10460,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10461,0,1,2,3,3,3,3,3,3,3,3,3,1
LN-10462,0,0,0,0,0,0,0,0,1,0,0,0,0
LN-10463,1,2,3,3,3,3,3,3,3,3,3,3,1
LN-10464,0,1,0,0,0,0,0,0,0,0,0,0,0
LN-10465,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10466,0,0,0,0,1,2,3,3,3,3,3,3,1
LN-10467,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10468,1,0,1,0,1,0,0,1,0,1,2,3,1
LN-10469,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10470,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10471,0,1,0,0,0,0,0,0,0,0,0,0,0
LN-10472,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10473,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10474,0,0,1,0,0,1,0,1,2,3,3,3,1
LN-10475,0,0,0,1,2,3,3,3,3,3,3,3,1
LN-10476,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10477,0,0,0,0,0,0,0,0,0,0,0,1,0
LN-10478,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10479,0,0,0,1,0,1,0,1,2,3,3,3,1
LN-10480,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10481,0,0,0,0,0,0,0,0,0,1,0,0,0
LN-10482,0,1,0,1,0,0,1,0,0,0,0,1,1
LN-10483,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10484,0,0,1,0,0,1,0,0,0,1,2,3,1
LN-10485,0,1,0,0,1,0,0,1,2,3,3,3,1
LN-10486,0,0,0,0,0,0,0,0,1,0,1,0,1
LN-10487,1,0,0,1,0,0,1,0,1,2,3,3,1
LN-10488,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10489,0,0,0,1,2,1,0,1,2,1,0,1,1
LN-10490,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10491,0,0,0,0,1,0,1,0,1,0,0,0,1
LN-10492,1,0,0,0,1,0,0,1,2,1,2,3,1
LN-10493,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10494,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10495,0,0,0,1,0,0,0,0,0,0,0,0,0
LN-10496,0,0,1,0,0,0,0,0,0,0,0,0,0
LN-10497,0,0,0,0,0,1,0,0,0,0,0,0,0
LN-10498,0,0,0,0,1,0,0,0,0,0,1,0,0
LN-10499,1,0,0,1,2,1,0,0,0,0,1,2,1
LN-10500,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10501,0,1,2,1,0,1,0,1,2,3,3,3,1
LN-10502,0,1,0,0,0,1,0,0,1,0,1,2,1
LN-10503,0,0,0,0,0,1,2,1,0,0,0,0,0
LN-10504,0,0,0,0,0,1,0,0,0,0,0,0,0
LN-10505,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10506,1,0,0,1,2,1,0,1,0,1,0,0,1
LN-10507,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10508,0,1,0,1,2,3,3,3,3,3,3,3,1
LN-10509,0,0,0,1,0,1,2,3,3,3,3,3,1
LN-10510,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10511,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10512,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10513,1,0,1,2,1,2,1,0,1,2,3,3,1
LN-10514,0,1,0,0,1,0,1,0,0,0,0,0,0
LN-10515,1,0,0,0,0,1,0,1,2,1,2,1,1
LN-10516,0,0,0,1,0,0,0,0,0,0,0,0,0
LN-10517,0,0,0,0,0,0,0,0,0,1,0,0,0
LN-10518,0,1,0,1,2,3,3,3,3,3,3,3,1
LN-10519,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10520,0,1,0,0,0,0,0,0,0,1,0,0,1
LN-10521,0,0,0,1,2,3,3,3,3,3,3,3,1
LN-10522,1,0,1,0,0,0,0,0,1,2,3,3,1
LN-10523,0,0,1,2,3,3,3,3,3,3,3,3,1
LN-10524,0,0,0,0,0,0,0,0,0,0,1,0,0
LN-10525,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10526,0,1,0,1,0,0,1,0,1,0,1,2,1
LN-10527,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10528,0,0,1,0,0,0,0,0,0,0,1,0,1
LN-10529,0,1,0,1,0,0,0,0,0,0,0,0,0
LN-10530,0,0,1,2,3,3,3,3,3,3,3,3,1
LN-10531,0,1,0,0,0,1,0,0,1,2,1,2,1
LN-10532,0,0,1,0,1,0,1,0,1,0,1,0,1
LN-10533,0,0,1,0,1,2,3,3,3,3,3,3,1
LN-10534,1,0,0,0,0,0,0,1,0,0,0,0,0
LN-10535,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10536,1,0,1,2,1,2,3,3,3,3,3,3,1
LN-10537,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10538,1,0,1,0,1,0,1,0,0,0,1,0,1
LN-10539,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10540,0,1,2,1,0,1,0,0,0,0,0,1,1
LN-10541,0,0,1,2,1,0,1,2,1,2,1,2,1
LN-10542,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10543,1,2,3,3,3,3,3,3,3,3,3,3,1
LN-10544,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10545,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10546,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10547,1,0,0,0,0,0,0,0,0,0,0,0,0
LN-10548,0,0,0,0,0,0,0,1,0,0,0,0,0
LN-10549,0,1,0,1,0,0,0,1,2,1,0,1,1
LN-10550,0,0,1,2,1,2,3,3,3,3,3,3,1
LN-10551,0,1,0,0,0,0,0,0,0,0,0,0,0
LN-10552,0,0,0,0,0,0,1,0,0,0,0,0,0
LN-10553,0,0,0,1,2,3,3,3,3,3,3,3,1
LN-10554,0,1,0,0,1,2,3,3,3,3,3,3,1
LN-10555,1,2,1,0,0,1,2,3,3,3,3,3,1
LN-10556,0,1,2,3,3,3,3,3,3,3,3,3,1
LN-10557,0,1,0,0,0,1,0,0,0,0,0,0,0
LN-10558,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10559,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10560,0,0,0,1,2,1,0,0,1,2,1,0,1
LN-10561,0,1,0,0,0,1,2,1,0,0,1,0,1
LN-10562,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10563,1,2,1,0,0,1,2,3,3,3,3,3,1
LN-10564,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10565,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10566,0,0,0,0,0,0,1,0,0,0,0,1,0
LN-10567,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10568,1,2,3,3,3,3,3,3,3,3,3,3,1
LN-10569,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10570,0,0,1,0,0,0,0,0,0,0,0,0,0
LN-10571,1,0,0,0,0,1,2,3,3,3,3,3,1
LN-10572,0,0,0,1,0,0,0,1,0,0,0,0,1
LN-10573,1,0,0,0,0,1,0,0,1,0,1,0,1
LN-10574,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10575,1,0,1,2,1,2,1,0,1,0,0,1,1
LN-10576,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10577,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10578,1,2,1,0,1,2,3,3,3,3,3,3,1
LN-10579,0,0,0,0,0,0,0,0,0,0,0,1,0
LN-10580,0,0,0,0,1,0,0,0,0,0,0,0,0
LN-10581,0,1,0,0,0,0,0,0,0,1,2,3,1
LN-10582,1,0,0,0,0,1,0,1,0,1,2,3,1
LN-10583,1,0,0,0,1,2,3,3,3,3,3,3,1
LN-10584,0,1,2,1,0,0,1,0,0,0,1,0,1
LN-10585,1,2,3,3,3,3,3,3,3,3,3,3,1
LN-10586,1,0,0,1,0,1,2,1,2,3,3,3,1
LN-10587,1,0,0,0,0,0,0,0,0,0,0,1,0
LN-10588,1,2,1,0,0,0,1,2,3,3,3,3,1
LN-10589,1,2,1,2,1,0,1,2,3,3,3,3,1
LN-10590,0,0,0,0,0,0,0,0,0,0,0,1,0
LN-10591,0,1,0,0,1,0,1,2,1,2,3,3,1
LN-10592,0,1,2,1,0,1,0,0,1,0,1,0,1
LN-10593,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10594,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10595,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10596,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10597,1,0,0,0,0,0,0,0,0,0,0,0,0
LN-10598,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10599,0,1,0,1,0,0,1,0,1,0,0,1,1
LN-10600,0,0,0,1,2,3,3,3,3,3,3,3,1
LN-10601,0,1,2,3,3,3,3,3,3,3,3,3,1
LN-10602,0,1,0,0,1,0,0,1,0,0,0,0,1
LN-10603,0,0,1,2,3,3,3,3,3,3,3,3,1
LN-10604,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10605,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10606,0,0,1,0,0,0,1,2,1,0,0,1,1
LN-10607,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10608,0,0,1,0,1,2,3,3,3,3,3,3,1
LN-10609,0,0,0,0,1,2,3,3,3,3,3,3,1
LN-10610,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10611,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10612,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10613,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10614,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10615,0,0,0,0,0,1,0,0,0,0,0,0,0
LN-10616,0,0,0,1,2,3,3,3,3,3,3,3,1
LN-10617,0,1,0,0,1,0,1,2,3,3,3,3,1
LN-10618,0,0,0,0,0,0,0,0,0,0,0,1,0
LN-10619,1,2,1,0,0,1,2,3,3,3,3,3,1
LN-10620,1,2,1,0,1,2,3,3,3,3,3,3,1
LN-10621,1,2,1,2,3,3,3,3,3,3,3,3,1
LN-10622,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10623,0,1,0,1,2,3,3,3,3,3,3,3,1
LN-10624,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10625,1,0,0,0,0,0,0,0,0,0,0,0,0
LN-10626,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10627,0,1,2,3,3,3,3,3,3,3,3,3,1
LN-10628,0,0,0,0,1,0,1,0,1,0,1,2,1
LN-10629,0,1,0,0,0,0,0,1,2,3,3,3,1
LN-10630,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10631,0,0,1,0,1,2,1,2,1,0,1,0,1
LN-10632,0,1,2,1,0,0,1,2,1,0,0,1,1
LN-10633,0,0,0,1,0,0,0,0,0,0,0,0,0
LN-10634,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10635,1,0,1,0,0,0,1,2,1,0,1,0,1
LN-10636,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10637,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10638,0,0,0,0,0,0,0,0,0,1,0,0,0
LN-10639,0,0,0,0,0,0,0,0,0,1,0,0,0
LN-10640,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10641,0,0,0,0,0,1,0,1,0,0,0,0,0
LN-10642,1,2,3,3,3,3,3,3,3,3,3,3,1
LN-10643,0,0,0,0,0,0,0,1,0,0,0,0,0
LN-10644,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10645,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10646,0,0,0,0,0,0,0,0,0,1,0,0,0
LN-10647,0,0,0,0,0,0,0,0,0,0,0,1,0
LN-10648,0,0,0,0,0,0,0,0,0,1,0,0,0
LN-10649,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10650,0,0,0,0,0,0,0,1,0,0,0,0,0
LN-10651,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10652,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10653,0,0,1,0,0,0,0,0,0,0,0,0,0
LN-10654,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10655,0,1,0,0,1,0,0,0,1,0,0,0,1
LN-10656,0,0,0,0,0,0,1,2,3,3,3,3,1
LN-10657,1,0,0,0,0,0,0,0,0,0,0,0,0
LN-10658,0,0,0,0,0,1,0,0,0,0,0,0,0
LN-10659,0,0,0,0,1,0,1,2,1,0,0,1,1
LN-10660,0,0,1,0,0,1,2,1,2,3,3,3,1
LN-10661,1,0,0,0,0,0,0,0,0,0,0,0,0
LN-10662,0,0,0,0,0,0,0,1,0,0,0,0,0
LN-10663,0,1,2,3,3,3,3,3,3,3,3,3,1
LN-10664,0,1,0,1,0,1,0,1,2,3,3,3,1
LN-10665,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10666,0,0,0,0,0,0,0,1,0,0,0,0,0
LN-10667,1,2,3,3,3,3,3,3,3,3,3,3,1
LN-10668,0,0,0,0,0,0,0,0,0,1,0,0,0
LN-10669,0,0,0,0,1,0,0,0,0,0,0,0,0
LN-10670,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10671,1,0,1,2,3,3,3,3,3,3,3,3,1
LN-10672,0,0,0,0,0,0,1,0,1,0,0,0,1
LN-10673,0,0,0,1,0,1,0,0,0,0,1,0,1
LN-10674,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10675,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10676,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10677,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10678,0,0,0,1,2,1,2,3,3,3,3,3,1
LN-10679,0,0,1,0,0,0,1,0,0,0,0,0,0
LN-10680,1,0,0,1,2,3,3,3,3,3,3,3,1
LN-10681,0,0,1,2,3,3,3,3,3,3,3,3,1
LN-10682,1,0,1,2,3,3,3,3,3,3,3,3,1
LN-10683,0,1,2,1,2,3,3,3,3,3,3,3,1
LN-10684,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10685,0,0,0,1,0,0,0,0,0,0,1,0,0
LN-10686,1,2,3,3,3,3,3,3,3,3,3,3,1
LN-10687,1,0,0,1,2,3,3,3,3,3,3,3,1
LN-10688,0,0,0,0,0,1,0,0,0,0,0,0,0
LN-10689,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10690,0,1,0,0,0,0,0,0,0,0,0,0,0
LN-10691,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10692,0,0,0,0,0,1,0,1,2,1,0,1,1
LN-10693,0,1,2,1,0,0,0,0,1,0,0,0,1
LN-10694,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10695,0,0,0,0,0,0,0,1,0,0,0,0,0
LN-10696,0,0,0,0,0,0,0,0,0,1,0,0,0
LN-10697,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10698,0,0,0,0,0,0,0,1,0,0,0,0,0
LN-10699,1,2,1,0,1,0,0,0,1,2,3,3,1
LN-10700,1,0,1,0,0,1,2,3,3,3,3,3,1
LN-10701,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10702,0,0,0,0,0,0,0,0,0,1,0,0,0
LN-10703,0,0,1,0,1,0,0,1,0,0,0,1,1
LN-10704,1,2,1,2,1,2,1,0,0,1,2,1,1
LN-10705,0,0,0,0,0,0,0,0,1,0,0,0,0
LN-10706,1,0,1,0,0,1,0,0,0,1,0,0,1
LN-10707,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10708,0,1,0,0,1,2,3,3,3,3,3,3,1
LN-10709,0,0,0,0,1,0,0,1,0,1,2,1,1
LN-10710,1,0,1,0,0,1,0,0,0,1,0,1,1
LN-10711,1,0,0,1,0,0,1,2,3,3,3,3,1
LN-10712,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10713,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10714,0,0,0,0,0,1,0,0,0,0,0,0,0
LN-10715,0,0,1,2,1,0,0,0,0,1,0,1,1
LN-10716,0,0,1,0,1,2,1,0,1,2,3,3,1
LN-10717,0,0,1,0,1,2,1,0,0,1,0,0,1
LN-10718,0,0,0,0,0,0,0,0,1,2,1,2,1
LN-10719,0,0,1,0,1,2,3,3,3,3,3,3,1
LN-10720,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10721,0,0,1,0,0,1,2,1,0,1,0,1,1
LN-10722,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10723,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10724,0,0,0,0,0,0,0,0,0,1,0,0,0
LN-10725,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10726,0,0,0,0,0,0,0,0,0,1,0,0,0
LN-10727,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10728,0,1,0,0,0,1,0,0,1,0,1,2,1
LN-10729,0,0,0,0,0,0,0,0,0,1,2,1,1
LN-10730,1,0,0,0,0,0,1,2,1,2,3,3,1
LN-10731,0,0,0,0,0,1,0,0,0,0,0,0,0
LN-10732,0,0,0,0,0,0,1,0,0,0,0,0,0
LN-10733,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10734,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10735,1,2,3,3,3,3,3,3,3,3,3,3,1
LN-10736,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10737,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10738,1,0,0,0,1,2,1,0,1,2,3,3,1
LN-10739,0,1,0,1,0,0,1,2,1,0,0,0,1
LN-10740,0,0,1,2,1,2,3,3,3,3,3,3,1
LN-10741,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10742,0,0,0,0,0,1,2,1,0,1,0,1,1
LN-10743,0,0,0,0,0,0,1,0,1,0,1,2,1
LN-10744,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10745,0,1,2,3,3,3,3,3,3,3,3,3,1
LN-10746,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10747,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10748,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10749,0,1,0,1,0,0,0,1,2,1,0,0,1
LN-10750,0,1,0,0,1,0,0,1,0,0,1,0,1
LN-10751,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10752,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10753,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10754,0,0,1,0,0,0,0,0,0,1,2,3,1
LN-10755,1,2,3,3,3,3,3,3,3,3,3,3,1
LN-10756,1,2,3,3,3,3,3,3,3,3,3,3,1
LN-10757,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10758,0,0,1,0,0,1,0,1,0,1,2,3,1
LN-10759,1,0,0,0,0,0,0,0,0,0,0,1,0
LN-10760,0,0,0,0,0,0,0,0,0,1,0,0,0
LN-10761,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10762,0,0,0,0,0,0,0,0,1,0,0,0,0
LN-10763,0,0,0,1,2,1,2,1,2,1,0,0,1
LN-10764,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10765,0,1,0,1,2,3,3,3,3,3,3,3,1
LN-10766,0,0,1,2,3,3,3,3,3,3,3,3,1
LN-10767,1,0,0,1,2,1,0,0,1,0,1,0,1
LN-10768,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10769,0,1,0,1,0,0,0,0,0,0,0,0,0
LN-10770,0,0,0,0,0,0,1,0,0,0,0,0,0
LN-10771,0,0,1,0,0,1,0,1,0,0,1,0,1
LN-10772,1,0,0,0,0,0,0,0,0,0,0,0,0
LN-10773,0,0,0,0,0,1,2,3,3,3,3,3,1
LN-10774,1,0,0,0,0,0,1,0,0,0,0,0,0
LN-10775,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10776,0,0,1,2,1,0,0,0,1,2,3,3,1
LN-10777,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10778,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10779,1,0,0,1,2,3,3,3,3,3,3,3,1
LN-10780,0,0,1,0,1,2,1,2,3,3,3,3,1
LN-10781,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10782,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10783,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10784,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10785,1,0,1,2,3,3,3,3,3,3,3,3,1
LN-10786,0,0,0,1,0,1,0,1,0,0,1,0,1
LN-10787,0,0,0,1,2,3,3,3,3,3,3,3,1
LN-10788,1,0,0,0,1,0,0,0,1,0,1,2,1
LN-10789,1,2,1,2,3,3,3,3,3,3,3,3,1
LN-10790,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10791,0,0,0,0,0,0,0,1,0,0,0,1,0
LN-10792,0,1,2,1,2,3,3,3,3,3,3,3,1
LN-10793,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10794,0,0,0,0,1,0,0,0,0,0,0,0,0
LN-10795,0,0,0,0,0,0,0,0,1,0,0,0,0
LN-10796,1,0,1,0,0,0,1,0,1,0,0,0,1
LN-10797,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10798,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10799,0,0,0,0,0,0,0,1,0,0,0,0,0
LN-10800,0,0,0,0,0,1,0,1,2,1,0,1,1
LN-10801,1,0,0,1,2,1,0,1,2,3,3,3,1
LN-10802,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10803,0,0,0,1,0,1,0,1,0,1,0,1,1
LN-10804,0,0,1,0,0,0,0,0,1,0,1,0,1
LN-10805,0,0,0,0,1,0,0,0,1,0,1,2,1
LN-10806,0,0,0,0,1,2,1,2,3,3,3,3,1
LN-10807,0,0,0,0,0,0,0,0,0,1,0,0,0
LN-10808,0,0,0,1,2,3,3,3,3,3,3,3,1
LN-10809,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10810,0,0,0,1,0,1,2,3,3,3,3,3,1
LN-10811,0,1,2,3,3,3,3,3,3,3,3,3,1
LN-10812,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10813,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10814,1,2,3,3,3,3,3,3,3,3,3,3,1
LN-10815,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10816,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10817,0,0,0,1,2,1,0,1,2,3,3,3,1
LN-10818,0,0,0,1,0,1,2,1,0,0,0,1,1
LN-10819,1,0,1,0,0,0,1,2,3,3,3,3,1
LN-10820,0,1,0,0,0,0,0,0,0,0,0,0,0
LN-10821,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10822,1,2,1,0,0,0,1,0,1,2,3,3,1
LN-10823,1,0,0,0,0,0,0,0,0,1,0,0,0
LN-10824,1,0,1,0,0,0,0,0,0,1,0,1,1
LN-10825,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10826,1,0,0,0,0,0,0,1,0,0,0,1,1
LN-10827,1,2,1,2,3,3,3,3,3,3,3,3,1
LN-10828,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10829,0,1,0,0,1,0,1,0,0,1,0,0,1
LN-10830,0,0,1,0,0,0,0,0,0,0,0,0,0
LN-10831,0,0,0,0,0,0,0,0,0,0,0,1,0
LN-10832,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10833,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10834,0,0,1,0,0,0,0,0,0,0,0,0,0
LN-10835,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10836,0,0,0,0,0,1,0,0,0,0,0,0,0
LN-10837,0,0,0,0,0,0,0,1,2,1,0,1,1
LN-10838,0,0,0,0,0,0,1,0,0,0,0,0,0
LN-10839,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10840,0,0,1,0,0,0,1,2,3,3,3,3,1
LN-10841,0,1,0,0,0,0,1,2,1,0,1,0,1
LN-10842,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10843,0,0,0,0,0,0,0,0,0,0,0,1,0
LN-10844,0,0,1,0,0,0,1,2,1,0,0,0,1
LN-10845,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10846,1,0,1,0,1,2,3,3,3,3,3,3,1
LN-10847,0,0,0,0,0,0,1,0,0,0,0,1,1
LN-10848,1,0,0,0,0,0,0,0,0,0,0,0,0
LN-10849,0,0,1,2,1,2,3,3,3,3,3,3,1
LN-10850,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10851,0,0,0,0,0,0,0,0,1,0,0,0,0
LN-10852,0,1,0,0,0,0,0,0,0,0,0,0,0
LN-10853,0,1,0,1,0,0,0,0,1,2,3,3,1
LN-10854,0,0,0,0,0,1,2,3,3,3,3,3,1
LN-10855,0,0,0,0,1,0,0,0,0,0,0,0,0
LN-10856,1,0,0,1,0,1,2,1,0,1,2,3,1
LN-10857,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10858,0,0,0,1,0,0,1,0,0,1,2,3,1
LN-10859,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10860,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10861,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10862,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10863,0,0,1,2,1,2,3,3,3,3,3,3,1
LN-10864,1,0,1,2,3,3,3,3,3,3,3,3,1
LN-10865,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10866,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10867,0,0,0,0,0,0,0,0,1,0,0,1,0
